"","compound","LSM.ID","LSM.name","cell","Concordance","Tanimoto","autodock","Rank_S2L","Rank_Autodock","Geomean"
"15636","ZINC66952685","LSM-40621","BRD-K61181530","A375",0.254,0.714,1.39e-07,18920,10354,13996.3452372396
"15637","ZINC56575280","LSM-45854","GSK962040","PC3",0.302,0.651,7.67e-08,28934,6773,13998.9278875205
"15638","ZINC35729439","LSM-4592","STK139547","VCAP",0.234,0.784,8.47e-07,8320,23559,14000.3885660363
"15639","ZINC01375862","LSM-1765","BRD-A72596465","HA1E",0.212,0.759,3.4e-07,11645,16833,14000.7244455421
"15640","ZINC21758845","LSM-38250","BRD-K18377730","PC3",0.191,0.61,6.5e-08,32859,5966,14001.3140097635
"15641","ZINC09277203","LSM-2177","BRD-K08829932","HEPG2",0.269,0.792,1.47e-06,7279,26933,14001.618013644
"15642","ZINC44900413","LSM-4193","Droperidol","HCC515",0.272,0.636,7.12e-08,30596,6408,14002.1129834036
"15643","ZINC19175182","LSM-4036","MLS000526305","HT29",0.279,0.687,1.01e-07,23591,8311,14002.3141301715
"15644","ZINC45190682","LSM-1515","MLS000583956","NPC",0.349,0.712,1.36e-07,19206,10212,14004.7017819017
"15645","ZINC09968657","LSM-2239","Benzbromarone","MCF7",0.267,0.807,1.36e-05,5710,34357,14006.3724782686
"15646","ZINC04558154","LSM-2237","MLS001065847","MCF7",0.251,0.789,1.18e-06,7658,25624,14008.161620998
"15647","ZINC20242600","LSM-45508","Bazedoxifene HCl","MCF7",0.241,0.757,3.25e-07,11892,16503,14009.0569275737
"15648","ZINC39446029","LSM-3644","MLS002276465","HA1E",0.29,0.795,1.96e-06,6908,28411,14009.3964181188
"15649","ZINC41293115","LSM-4736","AG-205/40776311","PC3",0.192,0.771,4.91e-07,9932,19764,14010.5691533214
"15650","ZINC45289393","LSM-41907","CHEMBL2135159","VCAP",0.238,0.689,1.03e-07,23267,8437,14010.8414807962
"15651","ZINC11867534","LSM-44613","MW-STK33-97","THP1",0.25,0.786,9.45e-07,8086,24280,14011.712243691
"15652","ZINC08900081","LSM-36720","N-(4-{[(1z)-8-Ethoxy-4,4-dimethyl-4,5-dihydro-1H-[1,2]dithiolo[3,4-c]quinolin-1-ylidene]amino}phenyl)acetamide","HUH7",0.182,0.732,1.84e-07,15957,12305,14012.5260035441
"15653","ZINC04857276","LSM-2149","SMR000543856","PC3",0.254,0.762,3.74e-07,11157,17600,14012.9654249199
"15654","ZINC12218630","LSM-5127","Azelastine","A375",0.238,0.716,1.43e-07,18627,10542,14013.0594089942
"15655","ZINC33477332","LSM-4019","AC1MEMPN","PC3",0.247,0.77,4.82e-07,10007,19625,14013.8279923795
"15656","ZINC09647308","LSM-2783","MLS002391455","MCF7",0.188,0.709,1.3e-07,19856,9891,14014.1248745685
"15657","ZINC19927086","LSM-6563","MLS000948280","PC3",0.286,0.691,1.06e-07,22820,8607,14014.6972853501
"15658","ZINC08603803","LSM-4905","AC1MDYV9","A375",0.269,0.8,3.39e-06,6383,30772,14014.9090614246
"15659","ZINC43746598","LSM-45353","N-{3-[(4-methoxyphenyl)amino]-1,4-dioxo-1,4-dihydronaphthalen-2-yl}acetamide","CD34",0.227,0.74,2.14e-07,14649,13411,14016.3382878696
"15660","ZINC12540438","LSM-6283","RG 108","MCF7",0.37,0.788,1.14e-06,7730,25416,14016.6215615604
"15661","ZINC03261306","LSM-38317","CHEMBL2357706","PC3",0.173,0.709,1.3e-07,19862,9892,14016.9505956181
"15662","ZINC67406669","LSM-4731","25589-40-6","NPC",0.194,0.636,7.1e-08,30719,6396,14017.0868585452
"15663","ZINC39280079","LSM-1801","AC1MD3YP","PC3",0.204,0.731,1.8e-07,16152,12165,14017.4562599639
"15664","ZINC39638945","LSM-45705","Siramesine (hydrochloride)","PC3",0.223,0.716,1.43e-07,18641,10543,14018.9893715631
"15665","ZINC25257998","LSM-2705","SMR001317718","VCAP",0.252,0.783,8.13e-07,8440,23294,14021.4606942358
"15666","ZINC09795310","LSM-6450","AC1N08ZR","A549",0.215,0.695,1.1e-07,22264,8831,14021.8894589852
"15667","ZINC18194885","LSM-6271","848193-68-0","MCF7",0.302,0.607,6.49e-08,33011,5956,14021.8941659107
"15668","ZINC18194885","LSM-6271","848193-68-0","MCF7",0.302,0.607,6.49e-08,33012,5957,14023.2836382924
"15669","ZINC39666199","LSM-39907","BRD-K47549778","PC3",0.278,0.7,1.17e-07,21299,9236,14025.6038729176
"15670","ZINC38777283","LSM-1739","IN1092","A549",0.312,0.63,6.97e-08,31198,6307,14027.3228379474
"15671","ZINC03175640","LSM-3353","MLS000094939","MCF7",0.202,0.75,2.65e-07,13184,14926,14027.9857427929
"15672","ZINC12480823","LSM-6186","STK064652","PC3",0.341,0.759,3.5e-07,11512,17095,14028.4582189206
"15673","ZINC41584951","LSM-6617","CHEMBL1903707","HEPG2",0.309,0.784,8.86e-07,8251,23855,14029.5261858696
"15674","ZINC14021047","LSM-5840","WYE 354","NEU",0.217,0.656,7.91e-08,28350,6943,14029.7558781327
"15675","ZINC54641032","LSM-5253","Danusertib","HCC515",0.276,0.711,1.34e-07,19489,10100,14029.9287239815
"15676","ZINC09505363","LSM-39617","BRD-K42589221","PC3",0.254,0.691,1.06e-07,22870,8608,14030.857422125
"15677","ZINC39669456","LSM-5912","Perospirone","A549",0.245,0.726,1.69e-07,16878,11664,14030.8585624687
"15678","ZINC17665840","LSM-3826","TCS-359","A549",0.171,0.764,3.9e-07,10979,17934,14032.0128990819
"15679","ZINC49003395","LSM-44614","MW-STK33-100","THP1",0.29,0.767,4.38e-07,10439,18866,14033.6087304727
"15680","ZINC14972921","LSM-45613","Darapladib","YAPC",0.261,0.73,1.79e-07,16253,12122,14036.340904951
"15681","ZINC63425849","LSM-4546","ST50851003","SKB",0.187,0.742,2.25e-07,14322,13760,14038.1879172491
"15682","ZINC01009976","LSM-2350","[6-Ethyl-2-methyl-3-(1-methylbenzimidazol-2-yl)-4-oxochromen-7-yl] acetate","VCAP",0.317,0.794,1.81e-06,7043,27986,14039.4229938413
"15683","ZINC12747106","LSM-4623","MLS001178727","ASC",0.256,0.556,6e-08,35199,5600,14039.7435874022
"15684","ZINC63383824","LSM-3463","MLS001065880","VCAP",0.2,0.731,1.81e-07,16159,12200,14040.6481331882
"15685","ZINC60319023","LSM-45791","Mazindol","A375",0.214,0.75,2.67e-07,13157,14984,14040.8150760559
"15686","ZINC09670353","LSM-38039","BRD-K14787141","A375",0.274,0.708,1.3e-07,19937,9893,14044.0998643559
"15687","ZINC16431192","LSM-40011","BRD-K49367140","PC3",0.278,0.638,7.22e-08,30450,6480,14046.9213708912
"15688","ZINC08603576","LSM-1958","SMR000390896","VCAP",0.311,0.667,8.74e-08,26480,7452,14047.3826743632
"15689","ZINC39665336","LSM-38164","BRD-K16930585","HT29",0.255,0.687,1.02e-07,23605,8360,14047.6973202016
"15690","ZINC14271593","LSM-4669","STK568087","PC3",0.294,0.766,4.25e-07,10600,18618,14048.1600218676
"15691","ZINC61857237","LSM-4882","MLS-0315771.0002","SKB",0.221,0.805,7.95e-06,5925,33309,14048.3388697739
"15692","ZINC62553569","LSM-45852","","A375",0.187,0.606,6.49e-08,33125,5958,14048.4429742232
"15693","ZINC12034429","LSM-45341","","HL60",0.241,0.627,6.93e-08,31515,6264,14050.2654779189
"15694","ZINC44879396","LSM-41639","BRD-K80058284","HT29",0.242,0.687,1.02e-07,23613,8361,14050.9178703742
"15695","ZINC32082531","LSM-2474","Benzthiazide","PC3",0.301,0.76,3.6e-07,11410,17305,14051.6920689289
"15696","ZINC11286544","LSM-38540","CHEMBL3188581","A549",0.198,0.782,7.83e-07,8570,23046,14053.6194626153
"15697","ZINC13063805","LSM-39951","BRD-K48332988","A549",0.204,0.658,8.06e-08,28105,7029,14055.2497309724
"15698","ZINC06014608","LSM-45676","","HT29",0.2,0.759,3.44e-07,11658,16947,14055.892927879
"15699","ZINC28722010","LSM-11109","BRD-K43931839","VCAP",0.244,0.659,8.12e-08,27953,7068,14056.0237620744
"15700","ZINC40003830","LSM-1127","Dovitinib","MCF7",0.306,0.785,9.34e-07,8165,24199,14056.4872923501
"15701","ZINC20618079","LSM-2928","E4031","HEPG2",0.251,0.649,7.66e-08,29223,6763,14058.2768858776
"15702","ZINC00875627","LSM-45632","Diclofensine (hydrochloride)","MCF7",0.257,0.789,1.22e-06,7650,25836,14058.64147064
"15703","ZINC12070742","LSM-4154","MLS002473449","HCC515",0.24,0.674,9.12e-08,25639,7709,14058.8424487936
"15704","ZINC23223784","LSM-11481","BRD-K50174388","A375",0.279,0.587,6.26e-08,34137,5790,14058.9199442916
"15705","ZINC35755240","LSM-4520","N-(4-Bromophenyl)-2-{[5-(2-chlorophenyl)-4-phenyl-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide","VCAP",0.178,0.772,5.17e-07,9813,20142,14058.9276262452
"15706","ZINC33810627","LSM-4876","MLS-0435555.0001","ASC",0.27,0.74,2.18e-07,14595,13549,14062.2777315768
"15707","ZINC33106804","LSM-37130","CHEMBL569102","NEU",0.258,0.762,3.8e-07,11152,17739,14065.0392107523
"15708","ZINC34943144","LSM-5753","Acemetacin","PC3",0.209,0.806,1.02e-05,5846,33850,14067.2349806207
"15709","ZINC21351951","LSM-6604","1-(4-Amino-1,2,5-oxadiazol-3-yl)-5-(azepan-1-ylmethyl)-n-[(2-ethoxyphenyl)methylideneamino]triazole-4-carboxamide","A549",0.234,0.652,7.78e-08,28855,6858,14067.2523969679
"15710","ZINC40824882","LSM-4726","3-Chloro-n-{3-[(furan-2-ylmethyl)carbamoyl]-5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl}-1-benzothiophene-2-carboxamide","A549",0.266,0.768,4.57e-07,10311,19193,14067.6587604335
"15711","ZINC39669745","LSM-2294","SMR000093349","MCF7",0.299,0.733,1.93e-07,15635,12659,14068.5274638108
"15712","ZINC60154334","LSM-39940","BRD-K48105325","PC3",0.185,0.743,2.33e-07,14136,14002,14068.8404639473
"15713","ZINC59331426","LSM-1071","Palbociclib","HCC515",0.337,0.731,1.86e-07,15988,12382,14069.9472635828
"15714","ZINC08634647","LSM-3422","ASN 04454474","VCAP",0.324,0.758,3.43e-07,11703,16916,14070.1083151481
"15715","ZINC22845848","LSM-1143","Trametinib","MCF10A",0.287,0.787,1.08e-06,7884,25113,14070.9236370609
"15716","ZINC08708461","LSM-36613","STK177393","HUH7",0.179,0.75,2.65e-07,13265,14927,14071.4837526112
"15717","ZINC06408759","LSM-1023","Imatinib","HT29",0.304,0.718,1.5e-07,18253,10848,14071.5508740153
"15718","ZINC29870036","LSM-36783","BROAD-SAI-071","ASC",0.202,0.701,1.19e-07,21191,9344,14071.5565592439
"15719","ZINC22436627","LSM-3048","Bromhexine","A549",0.341,0.808,2.91e-05,5610,35300,14072.4198345558
"15720","ZINC07699883","LSM-4726","3-Chloro-n-{3-[(furan-2-ylmethyl)carbamoyl]-5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl}-1-benzothiophene-2-carboxamide","A549",0.266,0.703,1.22e-07,20844,9501,14072.6274732191
"15721","ZINC00878025","LSM-1564","Indoprofen","A549",0.179,0.784,8.65e-07,8357,23698,14072.8172730267
"15722","ZINC38970793","LSM-3713","ML098","A549",0.425,0.737,2.07e-07,15056,13157,14074.5085882243
"15723","ZINC13063936","LSM-40503","BRD-K59134391","HT29",0.272,0.74,2.19e-07,14587,13581,14075.014991111
"15724","ZINC24779695","LSM-1060","TAK-715","SKB",0.295,0.774,5.75e-07,9477,20907,14076.066176315
"15725","ZINC65813852","LSM-4646","T5223000","VCAP",0.23,0.571,6.14e-08,34769,5699,14076.5241093105
"15726","ZINC36308132","LSM-42692","BRD4770","PHH",0.176,0.778,6.38e-07,9152,21652,14076.8996586606
"15727","ZINC49060132","LSM-36781","BRD-K11533227","MCF7",0.224,0.66,8.2e-08,27847,7117,14077.8939831212
"15728","ZINC35396658","LSM-4752","CHEMDIV3_007230","A549",0.323,0.657,8.09e-08,28135,7045,14078.7455051933
"15729","ZINC10751822","LSM-4907","ST014075","VCAP",0.198,0.63,7.01e-08,31281,6337,14079.3358153004
"15730","ZINC19295989","LSM-2954","12K-516S","HA1E",0.232,0.676,9.26e-08,25411,7801,14079.4606075659
"15731","ZINC63201692","LSM-2714","ST50675383","PC3",0.222,0.808,2.13e-05,5665,34993,14079.6074164019
"15732","ZINC27531180","LSM-3616","MRS 1754","HCC515",0.195,0.705,1.25e-07,20583,9634,14081.7833387679
"15733","ZINC39664964","LSM-3235","Spiperone","VCAP",0.287,0.741,2.26e-07,14390,13781,14082.2082785336
"15734","ZINC18197802","LSM-1012","GSK429286A","A549",0.326,0.776,6.3e-07,9195,21570,14083.1867842474
"15735","ZINC22876949","LSM-4592","STK139547","VCAP",0.234,0.74,2.18e-07,14638,13550,14083.4974349414
"15736","ZINC39986304","LSM-2483","SR-02000000448","A549",0.18,0.766,4.21e-07,10694,18549,14084.1402293502
"15737","ZINC39676315","LSM-39753","CHEMBL3184905","HT29",0.249,0.741,2.24e-07,14443,13739,14086.6027487113
"15738","ZINC12482333","LSM-36754","PCL2_000157","VCAP",0.326,0.678,9.46e-08,25042,7924,14086.6180469267
"15739","ZINC39657528","LSM-3253","ZK 756326","A549",0.356,0.683,9.97e-08,24131,8224,14087.3469468172
"15740","ZINC39914449","LSM-45667","GSK2636771","HA1E",0.163,0.778,6.36e-07,9173,21638,14088.4837367262
"15741","ZINC15675331","LSM-3706","SMR000651468","A375",0.285,0.746,2.57e-07,13516,14686,14088.8599964653
"15742","ZINC58979392","LSM-5599","Cetraxate","A549",0.239,0.615,6.71e-08,32483,6112,14090.2837444815
"15743","ZINC00913769","LSM-1081","PDK1 Inhibitor","PC3",0.313,0.793,1.75e-06,7140,27807,14090.4925392976
"15744","ZINC14550707","LSM-45465","","HELA",0.18,0.761,3.67e-07,11376,17453,14090.6113423087
"15745","ZINC40009193","LSM-45428","Dronedarone HCl","HA1E",0.246,0.774,5.72e-07,9515,20868,14091.0971893604
"15746","ZINC39935967","LSM-5330","GW501516","MCF7",0.213,0.768,4.55e-07,10368,19154,14092.149303779
"15747","ZINC13256657","LSM-1143","Trametinib","MCF10A",0.287,0.773,5.57e-07,9609,20670,14093.190909088
"15748","ZINC14357607","LSM-3019","SMR001317717","MCF7",0.214,0.667,8.55e-08,27064,7339,14093.3564490507
"15749","ZINC22234516","LSM-37130","CHEMBL569102","NEU",0.258,0.763,3.94e-07,11027,18015,14094.3749417986
"15750","ZINC13495911","LSM-39708","BRD-K44242139","A375",0.228,0.708,1.31e-07,19991,9939,14095.7635124884
"15751","ZINC63387329","LSM-4031","Nefazodone","HA1E",0.251,0.743,2.36e-07,14096,14099,14097.4999201986
"15752","ZINC35756867","LSM-4490","STK224476","PHH",0.22,0.756,3.25e-07,12043,16504,14098.1442750456
"15753","ZINC01326088","LSM-5949","Tandutinib","MCF7",0.272,0.75,2.86e-07,12841,15481,14099.3447010845
"15754","ZINC43222841","LSM-37491","BRD-K04021565","A549",0.226,0.734,1.96e-07,15561,12775,14099.3537085925
"15755","ZINC35836160","LSM-2294","SMR000093349","MCF7",0.299,0.795,2.12e-06,6903,28802,14100.361910249
"15756","ZINC22187093","LSM-39744","CHEMBL3182128","NPC",0.26,0.675,9.25e-08,25511,7794,14100.8061471676
"15757","ZINC08912043","LSM-2403","MLS000095184","HT29",0.23,0.8,3.35e-06,6473,30718,14100.979185858
"15758","ZINC43977481","LSM-45266","MK-0752","HELA",0.276,0.688,1.04e-07,23415,8492,14101.0701721536
"15759","ZINC09505222","LSM-3079","Prazosin","VCAP",0.343,0.519,5.93e-08,35834,5549,14101.1654128302
"15760","ZINC33033735","LSM-4852","SMR000127896","HA1E",0.276,0.739,2.16e-07,14757,13482,14105.1009921943
"15761","ZINC14151893","LSM-2270","BIO2_000029","HCC515",0.297,0.771,5.22e-07,9844,20211,14105.2147803569
"15762","ZINC39637517","LSM-40004","BRD-K49148914","VCAP",0.236,0.654,7.93e-08,28608,6956,14106.6384372748
"15763","ZINC08583545","LSM-6338","UNC1215","MCF7",0.267,0.706,1.28e-07,20308,9801,14108.1078816403
"15764","ZINC59292943","LSM-5432","Amlexanox","A375",0.286,0.8,4.09e-06,6335,31419,14108.1311661042
"15765","ZINC39692638","LSM-2705","SMR001317718","VCAP",0.252,0.673,9.12e-08,25821,7710,14109.568030241
"15766","ZINC02403504","LSM-3019","SMR001317717","MCF7",0.214,0.75,2.73e-07,13152,15137,14109.6358563926
"15767","ZINC59302014","LSM-45960","Pimavanserin","YAPC",0.247,0.789,1.25e-06,7663,25980,14109.7391896519
"15768","ZINC27534350","LSM-45815","Tasquinimod","MCF7",0.186,0.761,3.7e-07,11371,17511,14110.9029122874
"15769","ZINC39711056","LSM-41365","BRD-K75101679","A375",0.176,0.77,4.95e-07,10048,19817,14111.0317128125
"15770","ZINC08600052","LSM-45306","","HL60",0.258,0.75,2.83e-07,12927,15406,14112.1707047499
"15771","ZINC35268002","LSM-45349","","PC3",0.287,0.714,1.44e-07,18811,10590,14114.1237772665
"15772","ZINC33085402","LSM-2834","MRS 1220","HT29",0.264,0.783,8.57e-07,8427,23640,14114.3288894655
"15773","ZINC24764372","LSM-6214","CHEMBL258148","MCF7",0.292,0.708,1.32e-07,19918,10002,14114.5257093535
"15774","ZINC22386139","LSM-2541","LY288513","HT29",0.305,0.794,1.91e-06,7046,28283,14116.7283036828
"15775","ZINC41006249","LSM-2287","Midostaurin","VCAP",0.345,0.783,8.82e-07,8367,23818,14116.841218913
"15776","ZINC28402591","LSM-4864","MLS-0435557.0001","ASC",0.252,0.75,2.82e-07,12964,15373,14117.2083642624
"15777","ZINC23379424","LSM-45634","TAK-700 (Orteronel)","MCF7",0.22,0.692,1.09e-07,22714,8775,14117.9088394847
"15778","ZINC25656233","LSM-3636","KUC104495","VCAP",0.295,0.657,8.14e-08,28147,7082,14118.6774876403
"15779","ZINC20933763","LSM-2466","T5715534","VCAP",0.294,0.587,6.33e-08,34134,5841,14120.081232061
"15780","ZINC07883832","LSM-6210","ZINC01050121","MCF7",0.313,0.8,4.51e-06,6278,31759,14120.304600114
"15781","ZINC07298555","LSM-2699","Tolazamide","HT29",0.305,0.727,1.77e-07,16571,12033,14120.8655187988
"15782","ZINC28260349","LSM-43231","CHEMBL12760","SKB",0.188,0.71,1.34e-07,19741,10101,14121.0424898447
"15783","ZINC04835730","LSM-1733","SMR000206939","A375",0.264,0.73,1.83e-07,16252,12272,14122.4836342621
"15784","ZINC39667172","LSM-36822","BRD-K94498396","MCF7",0.202,0.652,7.84e-08,28893,6903,14122.6194100103
"15785","ZINC34829941","LSM-6777","BRD-K18364651","A549",0.322,0.626,6.99e-08,31553,6322,14123.6704152993
"15786","ZINC63375332","LSM-39614","BRD-K42543764","HT29",0.198,0.757,3.36e-07,11920,16735,14123.7813633602
"15787","ZINC13654781","LSM-41129","BRD-K70842558","MCF7",0.219,0.677,9.42e-08,25247,7902,14124.5103985944
"15788","ZINC43262809","LSM-45707","Vernakalant (Hydrochloride)","HT29",0.248,0.806,1.26e-05,5827,34239,14124.8239989035
"15789","ZINC20561793","LSM-2292","Vardenafil","A549",0.296,0.721,1.59e-07,17739,11248,14125.4476743217
"15790","ZINC39633850","LSM-38631","BRD-K24893212","MCF7",0.191,0.754,3.08e-07,12414,16074,14125.9561092338
"15791","ZINC40570138","LSM-3362","KBIO2_003002","VCAP",0.275,0.804,8.23e-06,5977,33388,14126.5733990943
"15792","ZINC20699058","LSM-43191","Axitinib","HA1E",0.3,0.805,1.07e-05,5883,33938,14130.0125265337
"15793","ZINC12558923","LSM-4249","DPO-1","VCAP",0.279,0.792,1.64e-06,7264,27487,14130.3067199548
"15794","ZINC15614427","LSM-4544","MLS000582131","NPC",0.211,0.698,1.16e-07,21733,9188,14130.9166015514
"15795","ZINC28901582","LSM-4538","AK-778/12434114","PC3",0.24,0.772,5.36e-07,9785,20408,14131.2518907562
"15796","ZINC16459854","LSM-45831","AZD3514","HT29",0.229,0.603,6.53e-08,33323,5993,14131.6927153119
"15797","ZINC00676517","LSM-36373","PH-797804","HT29",0.195,0.758,3.43e-07,11805,16917,14131.7084954368
"15798","ZINC03906261","LSM-4474","F1061-0166","NPC",0.285,0.803,6.51e-06,6087,32810,14132.0370081599
"15799","ZINC57617876","LSM-2358","SMR000132203","MCF7",0.311,0.637,7.29e-08,30533,6541,14132.1036296795
"15800","ZINC04225355","LSM-3245","VU0405166-2","VCAP",0.186,0.774,5.74e-07,9558,20898,14133.0493524929
"15801","ZINC63221839","LSM-2177","BRD-K08829932","HEPG2",0.269,0.692,1.1e-07,22616,8832,14133.0998722856
"15802","ZINC59464042","LSM-1522","NCGC00238543-01","A375",0.344,0.609,6.66e-08,32873,6077,14133.9739988441
"15803","ZINC64715726","LSM-2878","VU0366037-2","HT29",0.268,0.767,4.51e-07,10466,19088,14134.1787168551
"15804","ZINC16256142","LSM-4548","AC1LP9YB","VCAP",0.27,0.754,3.14e-07,12312,16227,14134.5967045402
"15805","ZINC19941901","LSM-37485","BRD-K03958924","A375",0.301,0.8,4.46e-06,6299,31726,14136.5509937891
"15806","ZINC59966504","LSM-15146","BRD-K51626376","VCAP",0.279,0.653,7.95e-08,28689,6966,14136.7455236345
"15807","ZINC04867566","LSM-6321","N-[4-Chloro-3-(trifluoromethyl)phenyl]-2-ethoxybenzamide","NPC",0.249,0.761,3.77e-07,11312,17667,14136.7996378247
"15808","ZINC15304359","LSM-2239","Benzbromarone","MCF7",0.267,0.807,2.13e-05,5711,34994,14136.8572886621
"15809","ZINC06559780","LSM-37037","KDM-103","NPC",0.298,0.725,1.71e-07,16972,11777,14137.8656097729
"15810","ZINC19555684","LSM-5842","Reversine","ASC",0.3,0.612,6.72e-08,32671,6118,14137.934007485
"15811","ZINC13121889","LSM-1165","AZD-8330","MCF10A",0.298,0.702,1.23e-07,20947,9546,14140.7235317009
"15812","ZINC64416737","LSM-1143","Trametinib","MCF10A",0.287,0.767,4.55e-07,10442,19155,14142.7193283329
"15813","ZINC39448819","LSM-3112","SRC Kinase Inhibitor I","VCAP",0.266,0.766,4.36e-07,10627,18825,14144.019054003
"15814","ZINC25462947","LSM-2278","MLS002473428","HEPG2",0.228,0.638,7.33e-08,30487,6562,14144.1045669212
"15815","ZINC39844250","LSM-4627","AC1M5YQH","MCF7",0.416,0.725,1.72e-07,16936,11815,14145.6297138021
"15816","ZINC40386842","LSM-36808","KUC111109N","PC3",0.265,0.786,1.03e-06,8065,24815,14146.8362187452
"15817","ZINC59378174","LSM-2607","Splitomicin","A375",0.288,0.615,6.78e-08,32447,6168,14146.8404953191
"15818","ZINC41022099","LSM-2094","SMR001317659","HCT116",0.275,0.766,4.37e-07,10618,18849,14147.0379231838
"15819","ZINC10315591","LSM-45517","Sasapyrine","PC3",0.242,0.737,2.08e-07,15152,13209,14147.1823343025
"15820","ZINC59739061","LSM-3433","Talibegron","HCC515",0.327,0.769,4.98e-07,10078,19863,14148.4739106379
"15821","ZINC12884400","LSM-3781","Ioxaglic acid","VCAP",0.252,0.726,1.73e-07,16867,11869,14149.0078450752
"15822","ZINC12323818","LSM-1818","NSC23766","VCAP",0.321,0.534,6.03e-08,35629,5619,14149.1819904898
"15823","ZINC39934605","LSM-6177","MLS001116216","MCF7",0.221,0.63,7.11e-08,31261,6405,14150.1485857923
"15824","ZINC36598989","LSM-36720","N-(4-{[(1z)-8-Ethoxy-4,4-dimethyl-4,5-dihydro-1H-[1,2]dithiolo[3,4-c]quinolin-1-ylidene]amino}phenyl)acetamide","HUH7",0.182,0.746,2.57e-07,13634,14687,14150.7087455011
"15825","ZINC58219012","LSM-45306","","HL60",0.258,0.77,5.09e-07,10000,20026,14151.3250263005
"15826","ZINC39325448","LSM-37608","BRD-K06170455","MCF7",0.184,0.765,4.15e-07,10862,18437,14151.4202114134
"15827","ZINC09791314","LSM-4829","SMR000043226","NPC",0.23,0.727,1.76e-07,16692,11998,14151.7001098808
"15828","ZINC36304765","LSM-3490","Luzindole","NEU",0.194,0.741,2.27e-07,14498,13814,14151.8681452309
"15829","ZINC60340312","LSM-45837","Tolvaptan","MCF7",0.232,0.725,1.7e-07,17085,11723,14152.295043561
"15830","ZINC12080125","LSM-4942","UNC-0321","NCIH2073",0.223,0.7,1.19e-07,21433,9345,14152.4338896177
"15831","ZINC14996113","LSM-2355","Piperacetazine","A549",0.218,0.697,1.15e-07,21913,9141,14152.9761181173
