"LINCS Candidate Name","Candidate LSM ID","Cell Line","Concordance"
"6-(4-Hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid","LSM-2681","HT29",0.245
"BRD-K23586462","LSM-9846","HT29",0.245
"Metyrapone","LSM-3035","HA1E",0.245
"CHEMBL2181095","LSM-1841","HCC515",0.245
"BRD-K31315646","LSM-14790","MCF7",0.245
"Loratadine","LSM-5891","HA1E",0.245
"MLS002264397","LSM-1315","HT29",0.245
"BRD-K72343629","LSM-41191","A375",0.245
"BRD-K53321531","LSM-40202","PC3",0.245
"BCB03_000734","LSM-4718","MCF7",0.245
"BRD-K53223020","LSM-40194","VCAP",0.245
"BRD-K18152229","LSM-9516","VCAP",0.245
"BRD-K96077293","LSM-14324","VCAP",0.245
"Betamethasone 17,21-dipropionate","LSM-1725","HEPG2",0.245
"SCHEMBL2394914","LSM-3083","VCAP",0.245
"BRD-K79027750","LSM-13257","VCAP",0.245
"BRD-K27728416","LSM-7199","VCAP",0.245
"CHEMBL2358962","LSM-12379","VCAP",0.245
"BRD-K57678861","LSM-40430","VCAP",0.245
"MLS002699811","LSM-3541","HEPG2",0.245
"BRD-K04682465","LSM-8718","VCAP",0.245
"PD123319","LSM-45533","PC3",0.245
"BRD-K24277661","LSM-9900","VCAP",0.245
"SB-431542","LSM-3498","PC3",0.245
"CHEMBL1357018","LSM-2002","PC3",0.245
"BRD-K17446297","LSM-38191","PC3",0.245
"Cladribine","LSM-5976","HA1E",0.245
"Roxithromycin","LSM-45999","HELA",0.245
"BRD-K59324394","LSM-12013","VCAP",0.245
"BRD-K38622866","LSM-10770","VCAP",0.245
"SCHEMBL1675177","LSM-4063","PC3",0.245
"BRD-K81218586","LSM-41705","MCF7",0.245
"5-Benzyl-5H-[1,2,4]triazino[5,6-b]indole-3-thiol","LSM-4619","MCF7",0.245
"BRD-K44781077","LSM-6118","HCC515",0.245
"CHEMBL610781","LSM-2503","MCF7",0.245
"ABT-888,VELIPARIB","LSM-5067","BT20",0.245
"Skatole","LSM-3655","VCAP",0.245
"BRD-K74507776","LSM-41330","PC3",0.245
"L-733060","LSM-2345","NPC",0.245
"CHEMBL1900787","LSM-6157","HCC515",0.245
"BRD-K85806228","LSM-13688","VCAP",0.245
"Calycanthine","LSM-3336","ASC",0.245
"BRD-K55073475","LSM-40285","VCAP",0.245
"BRD-K44410738","LSM-11132","A375",0.245
"N-Arachidonoyl-gaba (na-gaba)","LSM-2110","ASC",0.245
"Sitagliptin","LSM-5363","MCF7",0.245
"Odanacatib (MK-0822)","LSM-45851","PC3",0.245
"BRD-K32444480","LSM-39056","VCAP",0.245
"SPECTRUM_001133","LSM-1434","SKB",0.245
"BRD-K52149447","LSM-11618","VCAP",0.245
"CL-976","LSM-6282","HELA",0.245
"CHEMBL1472453","LSM-2683","HT29",0.245
"Lesinurad","LSM-45661","A375",0.245
"Lersivirine","LSM-45853","MCF7",0.245
"BRD-K37516186","LSM-39337","VCAP",0.245
"Tyrphostin AG 126","LSM-5752","A549",0.245
"MLS003129426","LSM-7591","VCAP",0.245
"BRD-K41862560","LSM-14822","VCAP",0.245
"SCHEMBL15422533","LSM-44568","MCF7",0.245
"BRD-K14127078","LSM-37994","A549",0.245
"BRN 1549781","LSM-4461","MCF7",0.245
"CHEMBL41721","LSM-4978","VCAP",0.245
"BRD-K37852224","LSM-6792","NPC",0.245
"Perospirone","LSM-5912","A549",0.245
"BRD-K70166659","LSM-12710","VCAP",0.244
"BRD-K62753164","LSM-12240","VCAP",0.244
"CHEMBL2357067","LSM-14807","MCF7",0.244
"6-(2-Fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one","LSM-3830","MCF7",0.244
"BRD-K95551268","LSM-42453","PC3",0.244
"BRD-K28997108","LSM-38846","A375",0.244
"BRD-K43931839","LSM-11109","VCAP",0.244
"BRD-K02653582","LSM-14684","A375",0.244
"BRD-K83871946","LSM-41855","MCF7",0.244
"CHEMBL1085587","LSM-1321","PC3",0.244
"BRD-K20016217","LSM-9644","VCAP",0.244
"BRD-K29097491","LSM-15128","PC3",0.244
"CHEMBL1698064","LSM-1979","VCAP",0.244
"BRD-K23162766","LSM-38530","PC3",0.244
"BRD-K86529788","LSM-41989","HT29",0.244
"BRD-K16811158","LSM-38156","VCAP",0.244
"BRD-K97045804","LSM-14390","VCAP",0.244
"Cefozopran (hydrochloride)","LSM-45260","HT29",0.244
"Lidoflazine","LSM-3397","ASC",0.244
"L-NAME hydrochloride","LSM-45279","MCF7",0.244
"MLS002264465","LSM-2943","PC3",0.244
"AC1NNEG1","LSM-3840","VCAP",0.244
"Coladonin","LSM-4785","HEPG2",0.244
"SUGA2_000514","LSM-36687","VCAP",0.244
"CHEMBL592869","LSM-2828","HEPG2",0.244
"Dihydrexidine","LSM-36453","A375",0.244
"MLS003115428","LSM-1379","VCAP",0.244
"Cytochalasin B","LSM-43278","HEC108",0.244
"BRD-K22428007","LSM-9786","HT29",0.244
"Erastin","LSM-4914","RKO",0.244
"Bimatoprost","LSM-45826","HT29",0.244
"6,2'-Dimethoxyflavone","LSM-4621","ASC",0.244
"chlormadinone-acetate","LSM-45604","HT29",0.244
"MLS001032825","LSM-4826","HT29",0.244
"Talnetant","LSM-45828","HA1E",0.244
"Rhodanine derivative, 38","LSM-42908","NPC",0.244
"ZINC03978045","LSM-5202","MCF7",0.244
"2-[(Dimethylamino)methyl]-2,3-dihydro-1H-inden-1-one","LSM-1468","ASC",0.244
"Setiptiline","LSM-45982","YAPC",0.244
"CTK8E8566","LSM-2746","HA1E",0.244
"sarmentogenin","LSM-45246","YAPC",0.244
"BRD-K86171512","LSM-13708","A549",0.244
"BML-284","LSM-37085","NPC",0.244
"BRD-K16339566","LSM-9413","A549",0.244
"BRD-K97758158","LSM-14438","VCAP",0.244
"Mirin","LSM-43213","PHH",0.244
"TIE2 Kinase Inhibitor","LSM-1194","NEU",0.244
"MLS001214919","LSM-6621","A375",0.244
"Crotamiton","LSM-42989","A549",0.244
"MLS000517073","LSM-6179","A375",0.244
"BRD-K55191691","LSM-44794","PC3",0.244
"1-Pentofuranosyl-1H-1,2,4-triazole-3-carboxamide","LSM-5189","HA1E",0.244
"Dipivefrin","LSM-1583","VCAP",0.244
"BRD-K65300017","LSM-12408","VCAP",0.244
"9-[3-(3,5-Dimethylpiperazin-1-yl)propyl]-9H-carbazole","LSM-1693","MCF7",0.244
"Ntzdpa","LSM-3219","A549",0.244
"BRD-K11359987","LSM-9119","VCAP",0.244
"CHEMBL566701","LSM-3834","MCF7",0.244
"SC-560","LSM-2314","HT29",0.244
"Imipramine","LSM-2852","A549",0.244
"BRD-K75035820","LSM-41359","A549",0.244
"CHEMBL2356468","LSM-39552","HEPG2",0.244
"MLS003129743","LSM-7388","VCAP",0.244
"BRD-K57073585","LSM-14868","A549",0.244
"BRD-K45627302","LSM-44774","NPC",0.244
"BRD-K02089646","LSM-8561","VCAP",0.244
"Domperidone","LSM-2850","HCC515",0.244
"Terconazole","LSM-3923","PC3",0.244
"Tazarotene","LSM-45376","A375",0.244
"BRD-K62601469","LSM-12229","VCAP",0.244
"BRD-K47234370","LSM-11314","VCAP",0.244
"BRD-K98630904-001-01-7","LSM-6814","PC3",0.244
"BRD-K68630394","LSM-40997","A375",0.244
"BRD-K65461993","LSM-7720","VCAP",0.244
"SA-1460032","LSM-41261","NKDBA",0.244
"BRD-K90184854","LSM-42191","PC3",0.244
"BRD-K69236395","LSM-41037","VCAP",0.244
"MLS001065872","LSM-3213","HA1E",0.244
"MLS002264410","LSM-2524","VCAP",0.244
"BRD-K94740841","LSM-42414","PC3",0.244
"BRD-K84617556","LSM-41890","A549",0.244
"BRD-K76882924","LSM-6795","HT29",0.244
"BRD-K78792702","LSM-13239","VCAP",0.244
"SPECTRUM_000898","LSM-1303","HT29",0.244
"BRD-K70590207","LSM-41110","VCAP",0.244
"BRD-K51993206","LSM-11610","VCAP",0.244
"BRD-K56370195","LSM-11839","PC3",0.244
"BRD-K23744058","LSM-9862","VCAP",0.244
"Paromomycin","LSM-5194","PC3",0.244
"BRD-K66446284","LSM-40895","PC3",0.244
"ST50402870","LSM-2661","VCAP",0.244
"59826-53-8","LSM-3066","HEPG2",0.244
"BRD-K86059888","LSM-13698","VCAP",0.244
"PK04_181029","LSM-4443","HCC515",0.244
"BRD-K86755654","LSM-13743","VCAP",0.244
"AC1L1KV5","LSM-1395","NPC",0.244
"BRD-K93340102","LSM-42345","PC3",0.244
"2-([2-(3-Nitrophenyl)-2-oxoethyl]thio)nicotinic acid","LSM-4565","NPC",0.244
"NS-3694","LSM-2591","A375",0.244
"BRD-K80553643","LSM-14944","HT29",0.244
"BRD-K90281509","LSM-42198","VCAP",0.244
"BRD-K68219508","LSM-12587","VCAP",0.243
"BRD-K23564937","LSM-9844","VCAP",0.243
"BDBM79205","LSM-1571","HT29",0.243
"Betazole","LSM-5366","HEK293T",0.243
"Apomorphine","LSM-25611","A375",0.243
"BRD-K74446951","LSM-14922","A375",0.243
"BRD-K73642355","LSM-41272","VCAP",0.243
"BRD-K87878159","LSM-13823","VCAP",0.243
"BRD-K91379182","LSM-14044","A375",0.243
"BRD-K97194666","LSM-14402","A549",0.243
"BRD-K74176341","LSM-41303","MCF7",0.243
"SCHEMBL13736177","LSM-3938","PC3",0.243
"Androstenedone","LSM-1933","ASC",0.243
"BRD-K04371396","LSM-8696","VCAP",0.243
"Spiramide","LSM-4124","NPC",0.243
"BRD-K86985145","LSM-13764","VCAP",0.243
"MAYBRIDGE4_003950","LSM-4735","VCAP",0.243
"MLS002474238","LSM-37860","PC3",0.243
"CHEMBL3185277","LSM-8863","VCAP",0.243
"PP 3","LSM-2366","MCF7",0.243
"BRD-K97873029","LSM-42570","HT29",0.243
"2-(4-Chlorophenyl)-6-(methylthio)-4-oxo-3,4-dihydro-2H-1,3-thiazine-5-carbonitrile","LSM-4328","ASC",0.243
"BRD-K19865807","LSM-9630","VCAP",0.243
"7,4'-Dihydroxyflavone","LSM-4649","HEPG2",0.243
"3-(2-Aminoethyl)benzene-1,2-diol","LSM-37063","NEU",0.243
"1-(5-Isoquinolinesulfonyl)piperazine","LSM-3622","HA1E",0.243
"BRD-K10779199","LSM-37828","VCAP",0.243
"wiskostatin","LSM-45383","MCF7",0.243
"Oxedrine","LSM-4956","MCF7",0.243
"BRD-K40506152","LSM-10901","NPC",0.243
"Levomepromazine","LSM-2778","SKB",0.243
"NCGC00172361-01","LSM-36761","A549",0.243
"MDL-28170","LSM-2958","VCAP",0.243
"BRD-K04632192","LSM-37525","VCAP",0.243
"TL_HRAS24","LSM-4091","HEPG2",0.243
"STK199030","LSM-4739","MCF7",0.243
"BRD-K14558018","LSM-9312","VCAP",0.243
"Xylazine","LSM-2477","MCF7",0.243
"17-Ethynyl estradiol","LSM-36887","HA1E",0.243
"BRD-K40225343","LSM-10883","A375",0.243
"Phenacetin","LSM-2851","HCC515",0.243
"BRD-K12189280","LSM-37899","HT29",0.243
"SDX-101","LSM-6021","PHH",0.243
"CHEMBL82327","LSM-5906","PC3",0.243
"BRD-K73788182","LSM-44848","VCAP",0.243
"Nemonapride","LSM-45497","HA1E",0.243
"BRD-K02315839","LSM-8577","MCF7",0.243
"SMR000163306","LSM-43080","HT29",0.243
"BRD-K99750636","LSM-42674","PC3",0.243
"BRD-K20281332","LSM-9667","HT29",0.243
"BRD-K09926293","LSM-6980","A549",0.243
"UTMB00042","LSM-45326","U937",0.243
"BRD-K20601561","LSM-38382","PC3",0.243
"BRD-A08658758","LSM-45324","HA1E",0.243
"Deguelin","LSM-3368","MCF7",0.243
"MK-2461","LSM-45560","MCF7",0.243
"BRD-K09596790","LSM-37776","VCAP",0.243
"SPECTRUM2_001084","LSM-1740","NPC",0.243
"Ribavirin","LSM-45572","HELA",0.243
"BRD-K65465954","LSM-12421","MCF7",0.243
"BRD-K20718732","LSM-38389","MCF7",0.243
"BRD-K22643697","LSM-38498","HT29",0.243
"CHEMBL2354897","LSM-10788","VCAP",0.243
"BRD-K00566471","LSM-8469","VCAP",0.243
"Trimethoprim","LSM-5246","PC3",0.243
"N-Butyldeoxynojirmycin HCL","LSM-45962","HA1E",0.243
"Netupitant","LSM-45459","A375",0.243
"BRD-K40170731","LSM-15034","VCAP",0.243
"KUC103654","LSM-1883","A375",0.243
"BRD-K77273736","LSM-13153","VCAP",0.243
"UNII-2V2JET5YTL","LSM-5387","PC3",0.243
"BRD-K55743249","LSM-11804","PC3",0.243
"Pefloxacin","LSM-5653","MCF7",0.243
"BRD-K42624823","LSM-39621","HT29",0.243
"BRD-K41418105","LSM-14817","A375",0.243
"MLS002264388","LSM-3816","HEPG2",0.243
"CHEMBL3185054","LSM-41334","VCAP",0.242
"BRD-K80058284","LSM-41639","HT29",0.242
"BRD-K38304019","LSM-10747","VCAP",0.242
"RS-39604","LSM-2461","HCC515",0.242
"SCHEMBL17783876","LSM-40647","A549",0.242
"CHEMBL1271323","LSM-2470","HA1E",0.242
"MLS002725684","LSM-1500","MCF7",0.242
"BRD-K74506886","LSM-15052","VCAP",0.242
"Indapamide","LSM-1936","PC3",0.242
"Methyl-6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate","LSM-2318","HA1E",0.242
"Flavoxate","LSM-3050","MCF7",0.242
"6-Formylindolo[3,2-b]carbazole","LSM-5198","FIBRNPC",0.242
"BRD-K49595590","LSM-11443","VCAP",0.242
"BRD-K91143067","LSM-14035","HT29",0.242
"BRD-K07008972","LSM-14702","VCAP",0.242
"BRD-K22583762","LSM-9797","VCAP",0.242
"ASC-J9","LSM-45642","MCF7",0.242
"Conivaptan HCl","LSM-45291","YAPC",0.242
"BRD-K93061442","LSM-8037","VCAP",0.242
"BRD-K06532738","LSM-8810","VCAP",0.242
"ZINC21986197","LSM-5392","PC3",0.242
"Andrographolide","LSM-45595","MCF7",0.242
"BRD-K94223259","LSM-14205","VCAP",0.242
"BRD-K08828851","LSM-43363","VCAP",0.242
"SU14813","LSM-45732","A375",0.242
"Nifekalant","LSM-5458","VCAP",0.242
"Sasapyrine","LSM-45517","PC3",0.242
"Meprylcaine","LSM-3460","MCF7",0.242
"KUC104126N","LSM-3471","A549",0.242
"DM163","LSM-2113","PC3",0.242
"Acepromazine","LSM-4609","MCF7",0.242
"BRD-K80676896","LSM-41665","MCF7",0.242
"Yohimbine","LSM-2779","A375",0.242
"Amitrole","LSM-4595","SKB",0.242
"2,4-Dihydroxy-d-phenylalanine","LSM-37137","NEU",0.242
"F1709-0025","LSM-4415","HCC515",0.242
"Pentosalen","LSM-2140","HA1E",0.242
"Ulipristal","LSM-45584","HA1E",0.242
"BRD-K76896049","LSM-13135","VCAP",0.242
"CHEMBL1413238","LSM-4125","HEPG2",0.242
"BRD-K40311869","LSM-39491","PC3",0.242
"CHEMBL2356523","LSM-42342","PC3",0.242
"AC1OFCIA","LSM-5929","MCF7",0.242
"MLS003130062","LSM-7536","VCAP",0.242
"79836-45-6","LSM-5673","MCF7",0.242
"Cymarin","LSM-1756","NPC",0.242
"Urapidil","LSM-5807","HT29",0.242
"ST50031908","LSM-37039","NPC",0.242
"Ganaxolone","LSM-45679","HA1E",0.242
"BRD-K03995514","LSM-6913","VCAP",0.242
"BRD-K03476588","LSM-37464","VCAP",0.242
"BRL54443","LSM-2389","VCAP",0.242
"INOSINE","LSM-45268","HELA",0.242
"BAS 02859604","LSM-43268","HA1E",0.242
"KUC103420N","LSM-1752","A375",0.242
"MBX-2982","LSM-45394","PC3",0.242
"BRD-K19204484","LSM-9583","VCAP",0.242
"STK721917","LSM-36809","PC3",0.242
"Aminohippuric acid","LSM-5739","MCF7",0.242
"448906-42-1","LSM-3345","A375",0.242
"XL888","LSM-45553","YAPC",0.242
"MLS002699447","LSM-3629","MCF7",0.242
"CHEMBL259628","LSM-6222","HA1E",0.242
"BRD-K54558492","LSM-40258","VCAP",0.242
"BRD-K35915475","LSM-10585","VCAP",0.242
"ZINC00263037","LSM-37220","PC3",0.242
"MLS000709026","LSM-43139","SKMEL1",0.242
"AG490","LSM-42880","ASC",0.242
"MT-21","LSM-1969","SKB",0.242
"BRD-K81392055","LSM-13397","VCAP",0.242
"BAS 07573666","LSM-2540","PC3",0.242
"BRD-K02311587","LSM-8576","VCAP",0.242
"BRD-K63828515","LSM-14887","HT29",0.242
"BRD-K39284479","LSM-39438","VCAP",0.242
"BRD-A17828570-001-01-0","LSM-4986","MCF7",0.242
"XL335","LSM-45859","YAPC",0.242
"EDOXUDINE","LSM-45811","HT29",0.241
"Phenoxazine","LSM-4657","TYKNU",0.241
"Fluticasone","LSM-5328","SKB",0.241
"Glycocholic acid","LSM-3222","MCF7",0.241
"Atrasentan (hydrochloride)","LSM-45787","HT29",0.241
"BRD-K65900075","LSM-12446","VCAP",0.241
"Mozavaptan","LSM-45912","YAPC",0.241
"BRD-K40397365","LSM-39496","VCAP",0.241
"SCHEMBL17783901","LSM-40211","MCF7",0.241
"CAY10603","LSM-4941","HT115",0.241
"BRD-K07426711","LSM-6952","VCAP",0.241
"BRD-K54543575","LSM-11737","VCAP",0.241
"BRD-K02322717","LSM-8579","VCAP",0.241
"BRD-K58808184","LSM-40484","A549",0.241
"BRD-K04986062","LSM-45341","HL60",0.241
"BRD-K93210315","LSM-42337","A549",0.241
"Dimethisoquin","LSM-3647","MCF7",0.241
"Haematoxylone, Tetramethyl-","LSM-3804","HA1E",0.241
"PK04PUR_000117","LSM-36756","A375",0.241
"CHEMBL1270706","LSM-3252","VCAP",0.241
"BRD-K88022263","LSM-13832","VCAP",0.241
"ST022313","LSM-4659","SKB",0.241
"BRD-K69719681","LSM-12684","VCAP",0.241
"WZ 3146","LSM-5809","A549",0.241
"BRD-K23154136","LSM-9831","VCAP",0.241
"NCGC00170421-01","LSM-36757","MCF7",0.241
"AC1NDE46","LSM-1631","PC3",0.241
"SA-245650","LSM-42161","MCF7",0.241
"BRD-K33889536","LSM-7285","VCAP",0.241
"BRD-K40505314","LSM-10900","VCAP",0.241
"SCHEMBL17783967","LSM-41707","VCAP",0.241
"ST50850895","LSM-4492","NPC",0.241
"Epothilone A","LSM-43229","NPC",0.241
"ZINC00969081","LSM-3555","ASC",0.241
"SDZ-205-557","LSM-2348","HT29",0.241
"(S)-(-)-Warfarin","LSM-5404","PC3",0.241
"BRD-K85642378","LSM-41940","VCAP",0.241
"BRD-K47574438","LSM-11328","HT29",0.241
"MLS002699918","LSM-2263","PC3",0.241
"MLS003079543","LSM-2895","A375",0.241
"BRD-K28001738","LSM-10124","VCAP",0.241
"BRD-K14721042","LSM-6800","HT29",0.241
"5-(Z)-7-(4-o-hydroxyphenyl-2-trifluoromethyl-1,3 dioxan-cis-5-yl)heptenoic acid","LSM-43903","MCF7",0.241
"CHEMBL83092","LSM-5224","SKB",0.241
"BRD-K72827150","LSM-44845","HT29",0.241
"betaescin","LSM-45898","YAPC",0.241
"BRD-K86149906","LSM-41972","PC3",0.241
"Deforolimus","LSM-43190","SKB",0.241
"Bendroflumethiazide","LSM-1816","A375",0.241
"BRD-K73601942","LSM-41270","VCAP",0.241
"BRD-K32593492","LSM-39065","VCAP",0.241
"BRD-K19818442","LSM-38331","VCAP",0.241
"BRD-K13868095","LSM-44693","PC3",0.241
"Sulmazole","LSM-4362","HT29",0.241
"Pilocarpine","LSM-5909","PC3",0.241
"BRD-K05469482","LSM-37562","PC3",0.241
"BRD-K27198330","LSM-38747","A375",0.241
"BRD-K63279176","LSM-12278","VCAP",0.241
"SR-02000000367","LSM-2994","MCF7",0.241
"Pinocembrin","LSM-4126","A549",0.241
"AB00540133","LSM-29354","JHUEM2",0.241
"BRD-K70697816","LSM-41120","A375",0.241
"BRD-K72980353","LSM-12896","VCAP",0.241
"ABT-199 (GDC-0199)","LSM-45468","PC3",0.241
"BRD-K24798550","LSM-38627","MCF7",0.241
"BRD-K30098855","LSM-38912","A375",0.241
"Triamcinolone","LSM-3736","A375",0.241
"RO4987655","LSM-45489","HT29",0.241
"Pevonedistat","LSM-6263","HCC15",0.241
"BRD-K91377183","LSM-14043","MCF7",0.241
"ACON1_001912","LSM-4357","VCAP",0.241
"BRD-K71448503","LSM-15156","VCAP",0.241
"BRD-K80741006","LSM-13367","VCAP",0.241
"BRD-K60732356","LSM-7656","VCAP",0.241
"BRD-K08614872","LSM-15108","PC3",0.241
"PU-H-71","LSM-5492","NPC",0.241
"ARC239","LSM-4094","A375",0.241
"Nifedipine","LSM-4176","PC3",0.241
"BRD-K00224166","LSM-8438","VCAP",0.241
"MLS000766411","LSM-4603","HT29",0.241
"Nesbuvir","LSM-45670","PC3",0.241
"CHEMBL2358867","LSM-10775","VCAP",0.241
"AC1OA0Y8","LSM-4796","NEU",0.241
"MLS002473970","LSM-6545","MCF7",0.241
"Cis-2-Methoxycinnamic Acid","LSM-43046","MCF7",0.241
"BRD-K84528570","LSM-14957","A375",0.241
"BRD-K53421673","LSM-11688","VCAP",0.241
"BRD-K78780288","LSM-41570","VCAP",0.241
"SKF-83959","LSM-45641","HA1E",0.241
"BRD-M18093923","LSM-45008","VCAP",0.241
"32703-82-5","LSM-4897","SNUC5",0.241
"Haloperidol","LSM-3512","HA1E",0.241
"PIMAGEDINE HYDROCHLORIDE","LSM-45273","MCF7",0.241
"Bazedoxifene HCl","LSM-45508","MCF7",0.241
"MLS002729057","LSM-3764","A549",0.241
"Etazolate","LSM-3446","HT29",0.241
"BRD-K46629170","LSM-39860","VCAP",0.241
"AK-778/12434114","LSM-4538","PC3",0.24
"Arg-Gly-Asp-Ser","LSM-45270","HT29",0.24
"BRD-K29309835","LSM-38863","PC3",0.24
"AMG-208","LSM-45438","PC3",0.24
"BRD-K79876173","LSM-8370","VCAP",0.24
"Lomefloxacin","LSM-5145","PC3",0.24
"BRD-K08394807","LSM-8935","VCAP",0.24
"SA-1920683","LSM-41884","PC3",0.24
"BRD-K36633782","LSM-39276","PC3",0.24
"FH 535","LSM-37102","NPC",0.24
"(2R)-3-(4-Cyanophenoxy)-n-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methylpropanamide","LSM-5346","PC3",0.24
"BRD-K65134192","LSM-40826","VCAP",0.24
"MLS002264440","LSM-42961","A375",0.24
"MLS002703293","LSM-1412","PC3",0.24
"BRD-K79793338","LSM-13299","VCAP",0.24
"ST019386","LSM-4451","HCC515",0.24
"BRD-K73427206","LSM-12926","VCAP",0.24
"BRD-K74260000","LSM-12974","VCAP",0.24
"Ethamivan","LSM-2846","HCC515",0.24
"BRD-K42694358","LSM-14827","NPC",0.24
"SA-1457103","LSM-37876","MCF7",0.24
"BRD-K83431831","LSM-41823","VCAP",0.24
"BRD-K84024786","LSM-13563","VCAP",0.24
"BRD-K73522157","LSM-12934","VCAP",0.24
"BRD-K60693111","LSM-40587","VCAP",0.24
"CHEMBL2138292","LSM-38396","MCF7",0.24
"2-Aminopurine","LSM-5484","VCAP",0.24
"BRD-K77320816","LSM-44862","PC3",0.24
"AC1NSM0X","LSM-4605","HCC15",0.24
"Nimetazepam","LSM-5785","A549",0.24
"Isoxsuprine","LSM-1778","A549",0.24
"Naloxone(-)","LSM-1499","HT29",0.24
"CHEMBL1728581","LSM-6598","A549",0.24
"BRD-K55187504","LSM-40293","VCAP",0.24
"BRD-K43581698","LSM-39668","HCC515",0.24
"BRD-K23414424","LSM-9840","VCAP",0.24
"MLS000039538","LSM-3906","HT29",0.24
"UK 383367","LSM-45910","A375",0.24
"BRD-K60796852","LSM-40594","NPC",0.24
"Ttnpb","LSM-43006","NPC",0.24
"Etoricoxib","LSM-5650","YAPC",0.24
"BRD-K12826563","LSM-9188","VCAP",0.24
"SA-1937536","LSM-39879","MCF7",0.24
"23981-80-8","LSM-1880","A549",0.24
"BRD-K80439608","LSM-41654","VCAP",0.24
"ZIDOVUDINE [AZT]","LSM-45628","YAPC",0.24
"Clioquinol","LSM-2186","HA1E",0.24
"Scriptaid","LSM-2499","A549",0.24
"BRD-K96551169","LSM-14351","VCAP",0.24
"Nandrolone","LSM-5630","HT29",0.24
"N-(3,3-Diphenylpropyl)glycinamide","LSM-2916","A549",0.24
"BRD-K27709404","LSM-7198","VCAP",0.24
"BRD-K31462841","LSM-10335","VCAP",0.24
"BRD-K72424685","LSM-12872","A375",0.24
"Diethylpropion","LSM-5038","PC3",0.24
"Voriconazole Impurity D","LSM-5570","MCF7",0.24
"DSSTOX_CID_25343","LSM-5405","MCF7",0.24
"BRD-K73474555","LSM-12928","VCAP",0.24
"BRD-K37457040","LSM-10692","VCAP",0.24
"KUC104491N","LSM-3102","A549",0.24
"IN1345","LSM-3976","NPC",0.24
"MLS002473449","LSM-4154","HCC515",0.24
"BRD-K16625384","LSM-38146","A549",0.24
"Ethyl 2-amino-1-cyclohexyl-1H-pyrrolo[2,3-b]quinoxaline-3-carboxylate","LSM-4671","VCAP",0.24
"AC1M9EOE","LSM-3145","A549",0.24
"Palonosetron","LSM-5266","HA1E",0.24
"Hispidin","LSM-42859","MCF7",0.24
"BRD-A28746609","LSM-1102","NPC",0.24
"MLS000766281","LSM-1597","MCF7",0.24
"BRD-K74200139","LSM-41306","VCAP",0.24
"BRD-K51388814","LSM-14850","PC3",0.24
"BRD-K56116682","LSM-40353","VCAP",0.24
"Hinokitiol","LSM-2835","HA1E",0.24
"BRD-K37090607","LSM-7322","VCAP",0.24
"BRD-K70685076","LSM-41118","MCF7",0.24
"BI-2536","LSM-1041","RMGI",0.24
"BRD-K35669573","LSM-29348","NOMO1",0.24
"Oligomycin C","LSM-43165","VCAP",0.24
"BRD-K10662075","LSM-9070","VCAP",0.24
"BRD-K50120786","LSM-11476","VCAP",0.24
"BRD-K41668190","LSM-45105","MCF7",0.24
"NSC 663284","LSM-2042","HT29",0.24
"MLS001065903","LSM-2501","HT29",0.24
"2-Phenyl-n-[4-(1,3-thiazol-2-ylsulfamoyl)phenyl]quinoline-4-carboxamide","LSM-1985","VCAP",0.24
"BRD-K19549666","LSM-38321","VCAP",0.24
"AC1O9I2Y","LSM-4707","VCAP",0.24
"Cerivastatin","LSM-43237","A549",0.24
"BRD-K29064493-001-01-0","LSM-37036","NPC",0.24
"BRD-K52421542","LSM-40163","HT29",0.239
"Troxipide","LSM-5125","VCAP",0.239
"BRD-K31556224","LSM-10340","VCAP",0.239
"NCH-51","LSM-5635","MCF7",0.239
"CHEMBL2135537","LSM-6149","PC3",0.239
"SA-434027","LSM-14691","MCF7",0.239
"Gossypetin","LSM-36971","PC3",0.239
"BRD-K11400546","LSM-6994","VCAP",0.239
"BRD-K29251608","LSM-38858","VCAP",0.239
"BRD-K72219469","LSM-41189","VCAP",0.239
"BRD-M64817521","LSM-45054","VCAP",0.239
"CHEMBL1718102","LSM-43051","MCF7",0.239
"BRD-K32320888","LSM-39049","HT29",0.239
"BRD-K11458523","LSM-9127","VCAP",0.239
"BRD-K80779790","LSM-41673","PC3",0.239
"CHEMBL1979419","LSM-6666","PC3",0.239
"SA-1456220","LSM-39656","MCF7",0.239
"Coumarin","LSM-2519","A549",0.239
"Sarsasapogenin","LSM-45816","YAPC",0.239
"N-Acetyloctopamine","LSM-36832","NPC",0.239
"BRD-K05130619","LSM-6926","VCAP",0.239
"BRD-K80058142","LSM-41638","VCAP",0.239
"Neostigmine","LSM-5360","A375",0.239
"Metaproterenol","LSM-4318","A375",0.239
"BRD-K00954272","LSM-8495","VCAP",0.239
"Tesmilifene","LSM-3805","HCC515",0.239
"BRD-K00431438","LSM-15013","VCAP",0.239
"BRD-K30296979","LSM-38925","HT29",0.239
"BRD-K74998149","LSM-41356","VCAP",0.239
"Cytisine","LSM-6464","YAPC",0.239
